customer_id,phone_service,internet_service,online_backup,online_security,device_protection,tech_support,streaming_tv,streaming_movies
4891-NLUBA,No,DSL,Yes,No,Yes,Yes,Yes,Yes
2369-FEVNO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3508-VLHCZ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1154-HYWWO,Yes,DSL,Yes,Yes,No,Yes,Yes,No
1833-TCXKK,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1334-FJSVR,No,DSL,No,No,No,No,No,No
7435-ZNUYY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5522-JBWMO,Yes,DSL,No,No,No,No,No,No
0625-AFOHS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7901-HXJVA,Yes,Fiber optic,No,No,Yes,No,No,No
9399-APLBT,Yes,Fiber optic,Yes,No,No,No,No,No
7993-NQLJE,Yes,Fiber optic,No,Yes,No,No,No,No
3173-WSSUE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9795-NREXC,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
4883-QICIH,Yes,Fiber optic,No,No,No,No,No,No
4109-CYRBD,Yes,DSL,No,No,No,No,No,No
1492-QGCLU,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
8042-RNLKO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6479-SZPLM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5494-HECPR,Yes,Fiber optic,No,No,No,No,Yes,No
3209-ZPKFI,Yes,DSL,Yes,No,No,No,No,No
7853-OETYL,No,DSL,No,Yes,No,No,No,No
5149-QYTTU,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
6901-GOGZG,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5642-MHDQT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5995-WWKKG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0511-JTEOY,Yes,Fiber optic,No,No,No,No,No,No
2369-UAPKZ,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
1498-DQNRX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6421-SZVEM,Yes,Fiber optic,No,Yes,No,No,No,Yes
5846-NEQVZ,Yes,DSL,No,Yes,Yes,Yes,No,Yes
3853-LYGAM,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
9565-DJPIB,Yes,Fiber optic,Yes,No,No,No,Yes,No
5095-ETBRJ,Yes,DSL,Yes,Yes,No,Yes,No,No
7269-JISCY,Yes,DSL,No,No,No,No,No,No
5249-QYHEX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8597-CTXVJ,Yes,DSL,Yes,Yes,No,Yes,No,No
3452-GWUIN,Yes,Fiber optic,No,No,No,No,Yes,Yes
5081-NWSUP,Yes,DSL,Yes,No,No,Yes,No,Yes
4819-HJPIW,No,DSL,No,No,No,No,No,No
8216-AZUUZ,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8229-BUJHX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9938-EKRGF,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2017-CCBLH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8945-GRKHX,Yes,Fiber optic,No,No,No,No,No,Yes
1429-UYJSV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8327-LZKAS,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
2929-ERCFZ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1619-YWUBB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1853-ARAAQ,No,DSL,No,No,Yes,No,Yes,Yes
2025-JKFWI,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4846-WHAFZ,Yes,Fiber optic,No,No,No,No,No,No
5353-WILCI,Yes,DSL,Yes,Yes,No,No,No,No
0691-NIKRI,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
8993-PHFWD,No,DSL,No,No,No,No,No,No
5898-IGSLP,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
3146-JTQHR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0142-GVYSN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1047-RNXZV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3744-ZBHON,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6851-WEFYX,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4074-SJFFA,Yes,DSL,No,No,No,No,No,Yes
1159-WFSGR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0749-IRGQE,No,DSL,No,No,No,No,Yes,Yes
4236-XPXAV,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
8670-MEFCP,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7517-SAWMO,Yes,Fiber optic,No,Yes,No,No,No,No
7995-ZHHNZ,Yes,DSL,No,Yes,No,No,No,No
6941-KXRRV,Yes,DSL,Yes,No,No,No,No,Yes
8590-OHDIW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0870-VEMYL,Yes,DSL,No,Yes,No,Yes,No,No
4913-EHYUI,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5577-OTWWW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8065-YKXKD,Yes,Fiber optic,No,No,No,No,No,No
2495-INZWQ,No,DSL,No,No,No,No,Yes,Yes
4662-EKDPQ,Yes,DSL,No,No,No,No,No,Yes
9257-AZMTZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7336-RLLRH,Yes,DSL,No,Yes,No,Yes,Yes,Yes
4526-RMTLL,Yes,DSL,Yes,Yes,No,Yes,No,Yes
1980-KXVPM,Yes,Fiber optic,No,No,No,No,No,No
2794-XIMMO,No,DSL,Yes,No,Yes,Yes,Yes,Yes
4826-TZEVA,Yes,Fiber optic,Yes,No,No,No,No,No
7061-OVMIM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9348-ROUAI,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0311-UNPFF,Yes,Fiber optic,No,No,No,No,Yes,Yes
7963-GQRMY,Yes,DSL,No,No,No,No,No,No
9692-TUSXH,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
0207-MDKNV,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6621-YOBKI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3865-YIOTT,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1907-UBQFC,Yes,Fiber optic,Yes,No,No,No,No,No
0541-FITGH,Yes,DSL,No,Yes,No,No,No,Yes
1895-QTKDO,Yes,DSL,No,No,No,No,No,No
6726-WEXXK,Yes,Fiber optic,No,Yes,Yes,No,No,No
5777-ZPQNC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6481-OGDOO,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
9305-CDSKC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
2883-ILGWO,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
3058-WQDRE,No,DSL,No,No,No,No,No,No
5696-EXCYS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1583-IHQZE,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4514-GFCFI,Yes,Fiber optic,No,No,No,No,Yes,No
4193-IBKSW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6896-SRVYQ,Yes,Fiber optic,No,No,Yes,No,No,No
1134-YWTYF,Yes,DSL,Yes,No,No,Yes,No,No
9987-LUTYD,Yes,DSL,No,Yes,No,Yes,No,No
3977-QCRSL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9668-PUGNU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9944-HKVVB,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2088-IEBAU,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7330-WZLNC,Yes,Fiber optic,Yes,No,No,No,Yes,No
7639-SUPCW,Yes,DSL,No,Yes,No,No,No,No
0856-NAOES,Yes,DSL,No,No,Yes,No,Yes,No
6961-MJKBO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4365-MSDYN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3530-VWVGU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7017-VFHAY,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7975-TZMLR,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
7248-VZQLC,Yes,Fiber optic,Yes,No,Yes,No,No,No
5909-ECHUI,Yes,DSL,No,No,No,No,No,Yes
0439-IFYUN,Yes,Fiber optic,Yes,No,No,No,No,No
3486-HOOGQ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
3926-YZVVX,Yes,DSL,No,No,No,Yes,No,No
9821-POOTN,Yes,Fiber optic,No,No,No,No,No,No
7839-NUIAA,Yes,DSL,Yes,Yes,No,No,No,No
3030-ZKIWL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4512-ZUIYL,Yes,Fiber optic,No,No,No,No,No,No
7766-CLTIC,Yes,DSL,No,No,No,Yes,No,Yes
9693-XMUOB,No,DSL,Yes,No,No,No,Yes,Yes
5747-PMBSQ,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No
7971-HLVXI,Yes,Fiber optic,No,No,No,No,No,Yes
2346-CZYIL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7549-MYGPK,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
4981-FLTMF,Yes,DSL,Yes,Yes,No,Yes,No,No
7064-JHXCE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3082-WQRVY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7765-LWVVH,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
5555-RNPGT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9588-YRFHY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9526-JAWYF,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
9677-AVKED,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
8059-UDZFY,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4342-HFXWS,Yes,DSL,No,Yes,Yes,Yes,Yes,No
6087-MVHJH,Yes,Fiber optic,No,No,Yes,No,No,Yes
1125-SNVCK,Yes,DSL,No,No,No,No,No,No
1591-NFNLQ,Yes,Fiber optic,No,No,Yes,No,No,No
1023-BQXZE,Yes,DSL,No,Yes,Yes,No,Yes,Yes
1104-FEJAM,Yes,DSL,Yes,No,No,No,No,Yes
0071-NDAFP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9822-OAOVB,Yes,DSL,No,No,No,No,No,Yes
4177-JPDFU,No,DSL,Yes,No,No,Yes,No,No
1624-NALOJ,Yes,Fiber optic,Yes,No,No,No,No,Yes
6023-YEBUP,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5922-ABDVO,Yes,Fiber optic,No,No,Yes,No,No,Yes
4163-KIUHY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9629-NHXFW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3131-NWVFJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0702-PGIBZ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
5493-SDRDQ,Yes,DSL,No,Yes,Yes,No,No,No
3913-FCUUW,Yes,DSL,Yes,Yes,Yes,Yes,No,No
3966-HRMZA,Yes,Fiber optic,No,No,Yes,No,No,No
4450-YOOHP,No,DSL,No,No,Yes,No,Yes,Yes
8668-KNZTI,Yes,DSL,No,Yes,Yes,No,No,No
2049-BAFNW,No,DSL,No,No,Yes,Yes,No,No
3645-DEYGF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1336-EZFZY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3834-XUIFC,Yes,Fiber optic,No,No,No,No,No,Yes
5828-AVIPD,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
1303-SRDOK,Yes,Fiber optic,No,No,No,No,No,No
4716-MRVEN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5360-XGYAZ,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9552-TGUZV,Yes,Fiber optic,No,Yes,No,No,No,No
1406-PUQVY,Yes,DSL,Yes,No,No,No,No,No
1442-OKRJE,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1407-DIGZV,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3807-XHCJH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4443-EMBNA,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9889-TMAHG,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
0513-RBGPE,Yes,DSL,No,Yes,Yes,Yes,No,No
1816-FLZDK,No,DSL,No,No,No,Yes,No,No
0872-JCPIB,Yes,DSL,No,Yes,No,No,No,Yes
2621-UDNLU,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6504-VBLFL,Yes,DSL,Yes,Yes,Yes,No,No,No
5485-ITNPC,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0447-BEMNG,No,DSL,No,Yes,Yes,No,No,Yes
1724-BQUHA,Yes,Fiber optic,No,No,No,No,Yes,Yes
9979-RGMZT,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
0956-SYCWG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9139-WQQDY,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
2882-WDTBA,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
2207-QPJED,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
1740-CSDJP,No,DSL,No,No,No,No,No,Yes
4824-GUCBY,Yes,Fiber optic,Yes,Yes,No,No,No,No
3251-YMVWZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7590-VHVEG,No,DSL,Yes,No,No,No,No,No
8544-JNBOX,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1548-FEHVL,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
8397-MVTAZ,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1450-GALXR,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
0761-AETCS,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0795-GMVQO,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9968-FFVVH,Yes,DSL,Yes,Yes,Yes,Yes,No,No
1548-ARAGG,Yes,DSL,Yes,No,No,Yes,No,No
1347-KTTTA,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9993-LHIEB,Yes,DSL,No,Yes,Yes,Yes,No,Yes
3563-SVYLG,Yes,DSL,Yes,Yes,Yes,Yes,No,No
8189-HBVRW,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
3566-HJGPK,Yes,DSL,No,No,No,No,No,No
5383-MMTWC,Yes,Fiber optic,No,No,No,No,No,Yes
4199-QHJNM,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
0412-UCCNP,Yes,DSL,No,Yes,Yes,Yes,No,No
1226-JZNKR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1399-UBQIU,Yes,DSL,No,No,Yes,No,Yes,Yes
1891-QRQSA,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
8563-IIOXK,Yes,DSL,No,Yes,No,No,No,No
7427-AUFPY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9524-EGPJC,Yes,Fiber optic,No,No,No,Yes,No,Yes
0810-BDHAW,Yes,DSL,Yes,Yes,No,No,Yes,Yes
5542-DHSXL,Yes,DSL,Yes,Yes,No,No,No,No
8565-WUXZU,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
2256-YLYLP,Yes,DSL,No,No,Yes,Yes,Yes,Yes
0727-IWKVK,Yes,Fiber optic,Yes,No,Yes,No,No,No
7684-XSZIY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5349-IECLD,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1640-PLFMP,Yes,Fiber optic,No,No,No,No,No,No
7242-EDTYC,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8125-QPFJD,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
1043-YCUTE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0851-DFJKB,Yes,DSL,No,Yes,Yes,Yes,No,No
6710-HSJRD,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0678-RLHVP,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3976-HXHCE,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8990-ZXLSU,Yes,Fiber optic,No,No,No,No,No,No
2300-RQGOI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5482-VXSXJ,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
3137-LUPIX,Yes,DSL,No,No,No,Yes,Yes,No
1930-BZLHI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8750-QWZAJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1518-OMDIK,Yes,DSL,No,No,No,No,No,No
9529-OFXHY,Yes,Fiber optic,No,Yes,No,No,Yes,No
0526-SXDJP,No,DSL,Yes,Yes,Yes,No,No,No
0082-OQIQY,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
9802-CAQUT,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
6993-YGFJV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0486-HECZI,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
9249-FXSCK,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
7707-PYBBH,Yes,DSL,Yes,Yes,No,Yes,No,No
4993-JCRGJ,Yes,Fiber optic,No,No,Yes,Yes,No,No
6061-PQHMK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1845-CSBRZ,Yes,Fiber optic,No,No,No,No,Yes,No
1053-MXTTK,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3234-VKACU,Yes,DSL,No,No,No,Yes,Yes,Yes
0361-HJRDX,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2077-DDHJK,Yes,DSL,Yes,Yes,Yes,Yes,No,No
7950-XWOVN,No,DSL,Yes,No,Yes,No,No,No
1004-NOZNR,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4378-BZYFP,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2481-SBOYW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6986-IJDHX,Yes,Fiber optic,Yes,No,No,No,Yes,No
9137-UIYPG,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3211-ILJTT,Yes,Fiber optic,No,No,No,No,No,No
4625-LAMOB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4537-CIBHB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1803-BGNBD,Yes,DSL,Yes,No,No,Yes,No,No
1915-IOFGU,Yes,Fiber optic,No,No,No,No,No,No
7296-PIXQY,Yes,Fiber optic,No,No,No,No,No,No
5795-BKOYE,Yes,DSL,Yes,No,Yes,Yes,No,No
0909-SELIE,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
4686-UXDML,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
3795-GWTRD,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
5043-TRZWM,Yes,Fiber optic,No,No,Yes,No,No,No
5515-RUGKN,Yes,DSL,No,No,No,No,No,Yes
8779-QRDMV,No,DSL,No,No,Yes,No,No,Yes
7075-BNDVQ,No,DSL,No,Yes,Yes,No,No,No
8040-MNRTF,Yes,Fiber optic,No,No,No,No,No,No
9514-JDSKI,No,DSL,Yes,No,No,No,Yes,No
6946-LMSQS,Yes,Fiber optic,No,Yes,No,No,No,Yes
7508-KBIMB,Yes,DSL,No,Yes,Yes,No,No,No
8070-AAWZP,No,DSL,No,No,Yes,Yes,No,No
2137-DQMEV,No,DSL,Yes,Yes,No,No,Yes,No
5397-NSKQG,No,DSL,No,Yes,No,No,Yes,Yes
1585-MQSSU,Yes,DSL,No,No,No,Yes,No,No
3398-ZOUAA,Yes,Fiber optic,No,No,No,No,No,No
1635-HDGFT,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8434-PNQZX,Yes,DSL,No,No,Yes,Yes,Yes,Yes
8630-QSGXK,Yes,DSL,No,No,No,Yes,Yes,Yes
9258-CNWAC,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5062-CJJKH,Yes,DSL,Yes,No,Yes,No,No,No
8592-PLTMQ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6635-MYYYZ,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5696-QURRL,Yes,DSL,No,No,No,No,No,No
2804-ETQDK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6119-SPUDB,No,DSL,No,Yes,Yes,Yes,No,No
4402-FTBXC,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
0719-SYFRB,Yes,DSL,No,Yes,Yes,Yes,No,No
0011-IGKFF,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
9274-UARKJ,Yes,Fiber optic,Yes,No,No,No,Yes,No
6379-RXJRQ,Yes,Fiber optic,No,No,No,No,No,No
6258-NGCNG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8903-WMRNW,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4237-CLSMM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2656-TABEH,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
7009-LGECI,Yes,DSL,No,Yes,No,No,No,No
8003-EWNDZ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3777-XROBG,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6591-QGOYB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
6502-HCJTI,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
8194-PEEBY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1431-CYWMH,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2082-OJVTK,Yes,Fiber optic,No,No,Yes,No,No,Yes
6296-DDOOR,Yes,DSL,Yes,No,No,No,Yes,No
1432-FPAXX,No,DSL,Yes,No,No,No,No,No
8908-NMQTX,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1356-MKYSK,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
0107-WESLM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
