customer_id,contract,payment_method,paperless_billing
0784-GTUUK,One year,Credit card (automatic),Yes
0727-IWKVK,Month-to-month,Electronic check,Yes
2027-CWDNU,Month-to-month,Electronic check,Yes
9046-JBFWA,Month-to-month,Mailed check,No
1530-ZTDOZ,Month-to-month,Bank transfer (automatic),No
6674-KVJHG,One year,Electronic check,No
7964-YESJC,Month-to-month,Mailed check,No
8199-ZLLSA,One year,Bank transfer (automatic),Yes
0133-BMFZO,Month-to-month,Electronic check,Yes
9534-NSXEM,One year,Credit card (automatic),Yes
8338-QIUNR,Two year,Credit card (automatic),Yes
7145-FEJWU,Month-to-month,Electronic check,Yes
0943-ZQPXH,Month-to-month,Bank transfer (automatic),Yes
5668-MEISB,Two year,Credit card (automatic),No
7375-WMVMT,Two year,Credit card (automatic),Yes
7266-GSSJX,Month-to-month,Electronic check,Yes
4706-AXVKM,Month-to-month,Credit card (automatic),Yes
1293-BSEUN,Two year,Mailed check,Yes
8401-EMUWF,Month-to-month,Bank transfer (automatic),Yes
1980-KXVPM,Month-to-month,Credit card (automatic),Yes
3786-WOVKF,One year,Bank transfer (automatic),Yes
6583-QGCSI,Month-to-month,Electronic check,Yes
6094-ZIVKX,One year,Credit card (automatic),Yes
2085-BOJKI,One year,Bank transfer (automatic),Yes
9644-UMGQA,Month-to-month,Electronic check,Yes
1989-PRJHP,Month-to-month,Electronic check,Yes
5312-IRCFR,One year,Electronic check,Yes
6030-REHUX,Month-to-month,Electronic check,Yes
7029-RPUAV,Month-to-month,Credit card (automatic),Yes
3378-AJRAO,One year,Electronic check,No
6265-FRMTQ,Two year,Bank transfer (automatic),No
7851-FLGGQ,Month-to-month,Mailed check,Yes
8108-UXRQN,Month-to-month,Electronic check,No
3966-HRMZA,Month-to-month,Mailed check,No
4816-OKWNX,One year,Bank transfer (automatic),Yes
0363-SVHYR,Two year,Bank transfer (automatic),No
4654-GGUII,One year,Mailed check,Yes
7126-RBHSD,Month-to-month,Electronic check,No
5716-EZXZN,Two year,Credit card (automatic),Yes
9308-ANMVE,Month-to-month,Electronic check,Yes
6629-LADHQ,Month-to-month,Mailed check,No
2506-CLAKW,Month-to-month,Bank transfer (automatic),Yes
1935-IMVBB,Month-to-month,Mailed check,No
4091-TVOCN,One year,Credit card (automatic),Yes
5204-HMGYF,One year,Mailed check,Yes
0374-IOEGQ,Month-to-month,Electronic check,No
8640-SDGKB,Month-to-month,Electronic check,Yes
5989-OMNJE,One year,Electronic check,No
9586-JGQKH,Two year,Bank transfer (automatic),Yes
7080-TNUWP,One year,Bank transfer (automatic),Yes
9880-TDQAC,Two year,Electronic check,Yes
9191-MYQKX,Month-to-month,Bank transfer (automatic),Yes
8165-CBKXO,Two year,Credit card (automatic),Yes
7134-HBPBS,Two year,Bank transfer (automatic),Yes
4373-MAVJG,Month-to-month,Bank transfer (automatic),Yes
6176-YJWAS,Two year,Credit card (automatic),Yes
5673-FSSMF,Month-to-month,Electronic check,Yes
5868-YWPDW,Month-to-month,Electronic check,Yes
9845-QOMAD,One year,Mailed check,No
0419-YAAPX,Month-to-month,Credit card (automatic),Yes
9950-MTGYX,Two year,Credit card (automatic),Yes
2371-JUNGC,Month-to-month,Mailed check,No
0420-TXVSG,Two year,Credit card (automatic),Yes
7247-XOZPB,One year,Bank transfer (automatic),No
5740-YHGTW,Month-to-month,Credit card (automatic),Yes
0742-LAFQK,Two year,Electronic check,Yes
8398-TBIYD,Two year,Bank transfer (automatic),Yes
0999-QXNSA,Month-to-month,Mailed check,Yes
1450-GALXR,Month-to-month,Electronic check,Yes
6108-OQZDQ,Month-to-month,Electronic check,Yes
3870-SPZSI,Two year,Credit card (automatic),Yes
9514-JDSKI,Month-to-month,Electronic check,No
6463-HHXJR,Two year,Bank transfer (automatic),No
4429-WYGFR,Month-to-month,Bank transfer (automatic),No
1016-DJTSV,Month-to-month,Electronic check,Yes
6786-OBWQR,Month-to-month,Electronic check,Yes
4625-XMOYM,Two year,Bank transfer (automatic),Yes
2947-DOMLJ,Month-to-month,Mailed check,No
5876-HZVZM,Month-to-month,Credit card (automatic),No
8111-SLLHI,Month-to-month,Electronic check,Yes
7314-OXENN,Month-to-month,Electronic check,Yes
3186-BAXNB,Month-to-month,Electronic check,No
8785-CJSHH,Month-to-month,Electronic check,Yes
1600-DILPE,Month-to-month,Bank transfer (automatic),Yes
4102-OQUPX,Month-to-month,Electronic check,Yes
6374-AFWOX,Two year,Mailed check,No
0572-ZJKLT,Two year,Mailed check,No
0687-ZVTHB,One year,Credit card (automatic),No
7636-PEPNS,One year,Mailed check,Yes
3352-RICWQ,Two year,Mailed check,No
3566-CAAYU,Two year,Electronic check,No
9058-HRZSV,Month-to-month,Electronic check,No
0886-QGENL,Month-to-month,Electronic check,Yes
7963-SHNDT,Two year,Mailed check,No
1357-BIJKI,One year,Electronic check,Yes
4193-IBKSW,Two year,Bank transfer (automatic),No
8807-OPMBM,Two year,Credit card (automatic),Yes
1866-OBPNR,Month-to-month,Credit card (automatic),No
7781-EWARA,One year,Electronic check,No
6641-XRPSU,Month-to-month,Credit card (automatic),Yes
9060-HJJRW,One year,Credit card (automatic),Yes
5297-MDOIR,One year,Credit card (automatic),Yes
8404-FYDIB,Month-to-month,Credit card (automatic),Yes
2592-SEIFQ,Month-to-month,Electronic check,No
0787-LHDYT,Month-to-month,Credit card (automatic),Yes
5414-OFQCB,Two year,Credit card (automatic),Yes
1899-VXWXM,One year,Credit card (automatic),Yes
1025-FALIX,Month-to-month,Credit card (automatic),Yes
4919-IKATY,Month-to-month,Electronic check,Yes
8541-QVFKM,Month-to-month,Electronic check,Yes
4879-GZLFH,Month-to-month,Electronic check,Yes
5630-AHZIL,Month-to-month,Bank transfer (automatic),Yes
8519-IMDHU,Month-to-month,Bank transfer (automatic),Yes
5701-YVSVF,Month-to-month,Electronic check,Yes
5575-TPIZQ,Month-to-month,Credit card (automatic),Yes
7721-JXEAW,Month-to-month,Bank transfer (automatic),Yes
5916-QEWPT,Month-to-month,Credit card (automatic),No
4312-KFRXN,Two year,Mailed check,No
9112-WSNPU,Month-to-month,Electronic check,No
2874-YXVVA,Month-to-month,Electronic check,Yes
0307-BCOPK,One year,Mailed check,No
5446-DKWYW,One year,Electronic check,Yes
6199-IWKGC,One year,Electronic check,No
4183-MYFRB,Month-to-month,Electronic check,Yes
6266-QHOJZ,One year,Electronic check,Yes
5527-ACHSO,Month-to-month,Mailed check,No
5940-NFXKV,Month-to-month,Electronic check,Yes
1732-VHUBQ,Month-to-month,Bank transfer (automatic),No
5792-JALQC,Two year,Bank transfer (automatic),No
8259-NFJTV,Month-to-month,Mailed check,No
5570-PTWEH,Month-to-month,Credit card (automatic),Yes
9150-KPBJQ,Two year,Credit card (automatic),No
6504-VBLFL,Two year,Electronic check,No
8118-LSUEL,Month-to-month,Electronic check,Yes
3336-JORSO,Month-to-month,Electronic check,Yes
4718-WXBGI,Two year,Credit card (automatic),Yes
5196-SGOAK,Month-to-month,Electronic check,Yes
1955-IBMMB,Two year,Bank transfer (automatic),Yes
3354-OADJP,One year,Bank transfer (automatic),No
1309-BXVOQ,Month-to-month,Electronic check,Yes
3724-UCSHY,Month-to-month,Mailed check,No
2235-EZAIK,Two year,Credit card (automatic),No
8495-PRWFH,Month-to-month,Electronic check,No
5918-VUKWP,One year,Bank transfer (automatic),No
3567-PQTSO,One year,Electronic check,Yes
3754-DXMRT,Month-to-month,Electronic check,Yes
9522-BNTHX,Month-to-month,Electronic check,Yes
3605-JISKB,One year,Credit card (automatic),No
8571-ZCMCX,Two year,Credit card (automatic),Yes
6893-ODYYE,One year,Credit card (automatic),Yes
7359-SSBJK,Two year,Credit card (automatic),Yes
4194-WHFCB,Month-to-month,Bank transfer (automatic),Yes
9257-AZMTZ,Two year,Bank transfer (automatic),No
2197-OMWGI,Two year,Electronic check,Yes
1208-NBVFH,Month-to-month,Electronic check,Yes
6137-MFAJN,Month-to-month,Electronic check,Yes
3133-PZNSR,Two year,Credit card (automatic),Yes
8361-LTMKD,Month-to-month,Mailed check,Yes
9134-WYRVP,One year,Mailed check,No
8634-CILSZ,One year,Bank transfer (automatic),Yes
3723-BFBGR,Month-to-month,Credit card (automatic),No
5649-VUKMC,One year,Mailed check,No
3696-XRIEN,One year,Credit card (automatic),Yes
6986-IXNDM,Month-to-month,Electronic check,Yes
7677-SJJJK,One year,Credit card (automatic),No
3318-OSATS,Month-to-month,Electronic check,Yes
1142-WACZW,Month-to-month,Bank transfer (automatic),No
6633-MPWBS,Month-to-month,Electronic check,Yes
8929-KSWIH,Two year,Bank transfer (automatic),No
9838-BFCQT,Two year,Mailed check,No
6859-QNXIQ,Two year,Bank transfer (automatic),Yes
4786-UKSNZ,Month-to-month,Mailed check,No
6833-JMZYP,Month-to-month,Credit card (automatic),Yes
2812-ENYMO,One year,Credit card (automatic),No
7614-QVWQL,One year,Bank transfer (automatic),Yes
9926-PJHDQ,Two year,Bank transfer (automatic),Yes
7128-GGCNO,Month-to-month,Bank transfer (automatic),No
6847-KJLTS,Month-to-month,Bank transfer (automatic),Yes
1862-SKORY,Month-to-month,Electronic check,Yes
3296-SILRA,Month-to-month,Mailed check,Yes
8099-MZPUJ,Two year,Credit card (automatic),No
2682-KEVRP,One year,Mailed check,Yes
7547-EKNFS,Month-to-month,Bank transfer (automatic),Yes
4713-LZDRV,Month-to-month,Electronic check,Yes
0365-TRTPY,Month-to-month,Bank transfer (automatic),No
6188-UXBBR,One year,Credit card (automatic),Yes
1853-UDXBW,Month-to-month,Electronic check,Yes
1228-FZFRV,Month-to-month,Credit card (automatic),No
3144-AUDBS,Month-to-month,Electronic check,Yes
4350-ZTLPI,One year,Bank transfer (automatic),Yes
3397-AVTKU,Two year,Electronic check,Yes
5364-XYIRR,Month-to-month,Electronic check,Yes
8943-URTMR,Month-to-month,Mailed check,Yes
1921-KYSAY,One year,Electronic check,Yes
5129-HHMZC,Two year,Credit card (automatic),No
4462-CYWMH,Month-to-month,Bank transfer (automatic),Yes
9278-VZKCD,Month-to-month,Electronic check,Yes
8234-GSZYK,Two year,Bank transfer (automatic),No
3049-NDXFL,Month-to-month,Mailed check,No
5590-ZSKRV,Month-to-month,Mailed check,No
4086-YQSNZ,Month-to-month,Electronic check,Yes
3481-JHUZH,Month-to-month,Electronic check,Yes
2615-YVMYX,Month-to-month,Electronic check,Yes
5849-ASHZJ,One year,Credit card (automatic),No
8062-YBDOE,Month-to-month,Electronic check,Yes
5337-IIWKZ,Month-to-month,Electronic check,Yes
6478-HRRCZ,One year,Mailed check,No
1958-RNRKS,Month-to-month,Electronic check,No
6654-QGBZZ,Month-to-month,Mailed check,No
3451-VAWLI,Two year,Credit card (automatic),No
1088-AUUZZ,Two year,Credit card (automatic),Yes
3946-MHCZW,Month-to-month,Mailed check,No
7901-HXJVA,Month-to-month,Electronic check,No
5762-TJXGK,Two year,Bank transfer (automatic),Yes
6576-FBXOJ,One year,Electronic check,No
9225-BZLNZ,Two year,Electronic check,Yes
1383-EZRWL,Month-to-month,Mailed check,No
0402-CQAJN,Month-to-month,Bank transfer (automatic),Yes
1981-INRFU,Month-to-month,Electronic check,Yes
0603-OLQDC,Month-to-month,Mailed check,Yes
2592-HODOV,One year,Credit card (automatic),No
8429-XIBUM,Month-to-month,Bank transfer (automatic),Yes
3951-NJCVI,Month-to-month,Electronic check,Yes
7110-BDTWG,Two year,Electronic check,Yes
1400-MMYXY,Month-to-month,Electronic check,Yes
0617-FHSGK,Month-to-month,Credit card (automatic),No
5054-IEXZT,Month-to-month,Electronic check,Yes
6317-YPKDH,Month-to-month,Bank transfer (automatic),No
5945-AZYHT,One year,Electronic check,Yes
2055-SIFSS,Month-to-month,Bank transfer (automatic),No
5022-KVDQT,Month-to-month,Electronic check,Yes
2019-HDCZY,Two year,Electronic check,No
4627-MIHJH,Two year,Credit card (automatic),No
4827-USJHP,Month-to-month,Mailed check,Yes
6022-UGGSO,Month-to-month,Electronic check,Yes
4910-GMJOT,Month-to-month,Electronic check,Yes
5161-XEUVX,Two year,Mailed check,No
3810-DVDQQ,Two year,Bank transfer (automatic),Yes
8725-JEDFD,Month-to-month,Mailed check,Yes
4550-EVXNY,Month-to-month,Electronic check,Yes
1078-TDCRN,Month-to-month,Electronic check,Yes
3370-HXOPH,Month-to-month,Electronic check,No
6885-PKOAM,Two year,Credit card (automatic),No
9122-UMROB,Month-to-month,Mailed check,No
8441-SHIPE,Two year,Bank transfer (automatic),Yes
8565-WUXZU,Two year,Credit card (automatic),Yes
3836-FZSDJ,Two year,Bank transfer (automatic),No
8707-RMEZH,One year,Credit card (automatic),No
6270-OMFIW,One year,Electronic check,Yes
4393-OBCRR,One year,Mailed check,No
9766-HGEDE,One year,Mailed check,No
6502-HCJTI,Month-to-month,Credit card (automatic),Yes
4741-WWJQZ,Month-to-month,Electronic check,Yes
7382-DFJTU,Month-to-month,Credit card (automatic),No
0365-BZUWY,Month-to-month,Electronic check,Yes
4283-IVYCI,Month-to-month,Mailed check,No
7508-SMHXL,Month-to-month,Credit card (automatic),No
1867-TJHTS,Month-to-month,Bank transfer (automatic),Yes
9581-GVBXT,One year,Mailed check,No
7131-ZQZNK,Two year,Credit card (automatic),No
1845-CSBRZ,Month-to-month,Bank transfer (automatic),No
4676-WLUHT,Two year,Bank transfer (automatic),No
2208-NQBCT,Month-to-month,Electronic check,No
6490-FGZAT,Month-to-month,Mailed check,No
1493-AMTIE,Month-to-month,Bank transfer (automatic),Yes
6365-MTGZX,Month-to-month,Electronic check,Yes
1399-UBQIU,Month-to-month,Electronic check,Yes
6942-LBFDP,Month-to-month,Mailed check,Yes
6586-MYGKD,Two year,Credit card (automatic),Yes
0151-ONTOV,Month-to-month,Mailed check,No
7551-DACSP,Month-to-month,Mailed check,Yes
0380-ZCSBI,Month-to-month,Credit card (automatic),No
8216-AZUUZ,Two year,Electronic check,Yes
0942-KOWSM,Two year,Bank transfer (automatic),No
7746-AWNQW,Month-to-month,Mailed check,Yes
3278-FSIXX,Month-to-month,Mailed check,Yes
2233-FAGXV,Month-to-month,Mailed check,Yes
0320-JDNQG,Month-to-month,Electronic check,Yes
7251-LJBQN,One year,Credit card (automatic),Yes
2903-YYTBW,Month-to-month,Electronic check,No
0396-YCHWO,Month-to-month,Electronic check,Yes
7168-HDQHG,Month-to-month,Bank transfer (automatic),No
9114-AAFQH,One year,Electronic check,Yes
2402-TAIRZ,One year,Electronic check,No
3413-BMNZE,Month-to-month,Bank transfer (automatic),No
3657-COGMW,Month-to-month,Credit card (automatic),No
3764-MNMOI,Two year,Credit card (automatic),No
1394-SUIUH,Month-to-month,Electronic check,Yes
6635-CPNUN,Month-to-month,Credit card (automatic),No
2962-XPMCQ,Month-to-month,Electronic check,Yes
6933-FHBZC,One year,Mailed check,Yes
0384-RVBPI,Month-to-month,Credit card (automatic),No
8999-BOHSE,Month-to-month,Bank transfer (automatic),No
5724-BIDBU,One year,Electronic check,Yes
0078-XZMHT,Two year,Bank transfer (automatic),Yes
1792-UXAFY,Month-to-month,Electronic check,Yes
0336-KXKFK,Two year,Credit card (automatic),Yes
5397-NSKQG,Two year,Credit card (automatic),No
7471-MQPOS,One year,Bank transfer (automatic),Yes
9474-PHLYD,Month-to-month,Electronic check,Yes
8280-MQRQN,Month-to-month,Mailed check,Yes
5226-NOZFC,Month-to-month,Electronic check,Yes
5599-HVLTW,Month-to-month,Bank transfer (automatic),Yes
4522-AKYLR,Month-to-month,Electronic check,Yes
8265-HKSOW,Two year,Credit card (automatic),No
5811-IWXYM,One year,Bank transfer (automatic),No
4791-QRGMF,One year,Bank transfer (automatic),Yes
6815-ABQFQ,One year,Electronic check,Yes
6349-JDHQP,Two year,Credit card (automatic),No
8356-WUAOJ,Month-to-month,Electronic check,Yes
1814-WFGVS,Two year,Mailed check,No
8086-OVPWV,Month-to-month,Electronic check,Yes
0913-XWSCN,Month-to-month,Bank transfer (automatic),No
6646-VRFOL,Month-to-month,Electronic check,Yes
0356-OBMAC,Two year,Bank transfer (automatic),Yes
2634-HCZGT,One year,Electronic check,Yes
5574-NXZIU,Two year,Credit card (automatic),No
0959-WHOKV,One year,Electronic check,Yes
3165-HDOEW,Month-to-month,Mailed check,Yes
5248-RPYWW,Two year,Bank transfer (automatic),Yes
5707-ZMDJP,Two year,Mailed check,Yes
9239-ZBZZV,Month-to-month,Electronic check,Yes
2207-RYYRL,Two year,Mailed check,No
9099-FTUHS,Month-to-month,Electronic check,No
3227-WLKLI,Two year,Bank transfer (automatic),No
8109-YUOHE,One year,Mailed check,No
0040-HALCW,Two year,Credit card (automatic),No
6340-DACFT,Two year,Credit card (automatic),No
6897-UUBNU,Month-to-month,Mailed check,No
5980-BDHPY,Two year,Bank transfer (automatic),Yes
9391-EOYLI,Month-to-month,Electronic check,Yes
0750-EKNGL,Month-to-month,Mailed check,No
2026-TGDHM,Month-to-month,Electronic check,Yes
9444-JTXHZ,Month-to-month,Electronic check,No
5539-TMZLF,Month-to-month,Electronic check,Yes
5419-JPRRN,Month-to-month,Electronic check,Yes
7560-QRBXH,One year,Mailed check,No
4895-TMWIR,Month-to-month,Mailed check,No
7590-VHVEG,Month-to-month,Electronic check,Yes
3173-WSSUE,Two year,Credit card (automatic),No
3753-TSEMP,Month-to-month,Electronic check,No
8957-THMOA,Two year,Credit card (automatic),No
7449-HVPIV,Month-to-month,Credit card (automatic),Yes
5447-VYTKW,Month-to-month,Mailed check,No
2186-QZEYA,Month-to-month,Bank transfer (automatic),Yes
9885-MFVSU,Two year,Credit card (automatic),Yes
7233-PAHHL,Two year,Mailed check,Yes
8735-IJJEG,Month-to-month,Credit card (automatic),No
0940-OUQEC,Month-to-month,Bank transfer (automatic),Yes
6242-FEGFD,Two year,Mailed check,No
2811-POVEX,Month-to-month,Bank transfer (automatic),Yes
9755-JHNMN,Two year,Bank transfer (automatic),No
5655-JSMZM,Month-to-month,Electronic check,Yes
4159-NAAIX,Two year,Bank transfer (automatic),No
3794-NFNCH,Month-to-month,Mailed check,Yes
1833-VGRUM,Month-to-month,Electronic check,Yes
3282-ZISZV,One year,Credit card (automatic),No
1744-JHKYS,Month-to-month,Electronic check,No
8277-RVRSV,One year,Credit card (automatic),No
9436-ZBZCT,Month-to-month,Electronic check,Yes
6557-BZXLQ,Month-to-month,Electronic check,No
9931-KGHOA,Month-to-month,Bank transfer (automatic),No
9227-YBAXE,Two year,Bank transfer (automatic),Yes
5160-UXJED,One year,Mailed check,No
8028-PNXHQ,Two year,Bank transfer (automatic),Yes
3737-XBQDD,Month-to-month,Bank transfer (automatic),Yes
5044-XDPYX,Two year,Mailed check,No
8627-EHGIP,One year,Mailed check,Yes
6952-OMNWB,Month-to-month,Credit card (automatic),Yes
2223-KAGMX,Month-to-month,Bank transfer (automatic),No
1891-QRQSA,Two year,Bank transfer (automatic),Yes
8053-WWDRO,Month-to-month,Bank transfer (automatic),No
0666-UXTJO,Month-to-month,Credit card (automatic),Yes
3780-YVMFA,Month-to-month,Electronic check,Yes
8818-DOPVL,Month-to-month,Electronic check,Yes
3518-PZXZQ,Month-to-month,Mailed check,Yes
5539-HIVAK,Month-to-month,Mailed check,No
1217-VASWC,One year,Bank transfer (automatic),Yes
2890-WFBHU,One year,Credit card (automatic),No
4132-KALRO,Month-to-month,Mailed check,Yes
9052-VKDUW,Month-to-month,Credit card (automatic),Yes
9552-TGUZV,Month-to-month,Mailed check,Yes
7009-PCARS,One year,Bank transfer (automatic),No
7284-ZZLOH,Two year,Credit card (automatic),No
8868-WOZGU,Month-to-month,Electronic check,Yes
9769-TSBZE,Two year,Electronic check,No
0897-FEGMU,Month-to-month,Electronic check,Yes
1696-MZVAU,One year,Credit card (automatic),Yes
1043-UXOVO,Two year,Credit card (automatic),Yes
9717-QEBGU,Month-to-month,Electronic check,Yes
4629-NRXKX,Month-to-month,Electronic check,No
3733-UOCWF,One year,Bank transfer (automatic),Yes
0362-ZBZWJ,Month-to-month,Electronic check,Yes
1269-FOYWN,One year,Bank transfer (automatic),No
9168-INPSZ,Month-to-month,Electronic check,No
9695-IDRZR,Two year,Credit card (automatic),Yes
3498-LZGQZ,Two year,Mailed check,Yes
8988-ECPJR,Month-to-month,Mailed check,Yes
0440-MOGPM,One year,Electronic check,Yes
9924-JPRMC,Two year,Electronic check,Yes
1508-DFXCU,Month-to-month,Electronic check,Yes
6870-ZWMNX,Two year,Credit card (automatic),No
1839-FBNFR,Two year,Bank transfer (automatic),Yes
2379-ENZGV,Month-to-month,Electronic check,Yes
2754-VDLTR,Month-to-month,Electronic check,No
4598-XLKNJ,Month-to-month,Electronic check,Yes
3882-IYOIJ,Two year,Credit card (automatic),No
8547-NSBBO,Month-to-month,Mailed check,Yes
9702-AIUJO,One year,Bank transfer (automatic),Yes
7740-KKCXF,Month-to-month,Credit card (automatic),Yes
3886-CERTZ,One year,Electronic check,Yes
5186-EJEGL,Month-to-month,Mailed check,Yes
6092-QZVPP,Month-to-month,Credit card (automatic),Yes
5351-QESIO,Month-to-month,Mailed check,No
2386-OWURY,Month-to-month,Electronic check,Yes
2480-JZOSN,Month-to-month,Mailed check,Yes
6128-CZOMY,Month-to-month,Electronic check,Yes
2710-WYVXG,Two year,Mailed check,No
4560-WQAQW,One year,Bank transfer (automatic),No
